text,true_label,predicted_label_svm,predicted_label_bert,predicted_label_roberta
we need a Fidel Castro in Kenya to gear up a revolution against a corrupt regime and have better health reforms #DoctorsStrike .,positive,negative,neutral,neutral
"@user @user speeds in an alley near Bay / queens quay, almost hits me, then driver gives me a finger #greatservice #uber",negative,neutral,positive,positive
"Time Perfect for #Geotechnical #Engineers to #Immigrate to #Australia, #Canadahttp",neutral,positive,positive,positive
I know I'm late af but is #5SOS like the new #OneDirection or something,positive,negative,neutral,negative
Cristiano Ronaldo Shortlisted For FIFA's 2016 Best Men's Player Award #cristiano #ronaldo #shortlisted #player……,neutral,positive,positive,positive
@user @user yeah they found it in the files of the PS3 version,positive,neutral,neutral,neutral
#Aleppo : Opposition have taken 25 Iranians prisoner including a high-ranking officer.,neutral,negative,negative,negative
It'll be a blue Christmas. #StillWithHer,negative,neutral,positive,positive
#InspiringLionHeart motivate Us to ✔Close the brothels legally✔Promote Vegetarianism ✔Open food banks✔donate kidney legally@user,positive,neutral,neutral,neutral
"@user FTR, again I was a democrat for 40 years. That's a long time. So I DO know dems. Alrighty good evening. Take care. Hope ur ok",neutral,positive,positive,positive
Bill Clinton built a wall on the Mexican border in the 90s. #FunFactFriday,positive,neutral,neutral,neutral
WE trust Sarah-need her in Trump cabinet->Sarah Palin Defends Breitbart Against 'the Wrath of the Whiners',neutral,negative,positive,positive
I AINT KNOW THEY DID GLEN LIKE THAT!!! #TheWalkingDead,negative,neutral,neutral,neutral
Im glad theyre changing the route for the pipelinebut can we just not have it at all? like please we dont need fossil fuels anymore,neutral,negative,positive,positive
@user so you also don't even understand what #BlackLivesMatter actually means and what they represent? Lol you're dismissed kid,neutral,positive,negative,negative
@user @user @user @user @user THAN DISGRACERomney #ReStockSwampBREAK PROMISE #DrainTheSwamp.,negative,neutral,neutral,neutral
".@user @user @user Argued w/a lot of ""swing-state"" Bernie voters who sd their protest vote wouldnt elect Trump",negative,neutral,neutral,neutral
SURPRISE TOYS #Christmas #ThomasTrainDisney Tsum Tsum Hot Wheels Toy Cars Advent...,neutral,positive,positive,positive
I hate her but... I love her songs Dammit ._.#ArianaGrande,neutral,negative,positive,positive
FCBarcelona: 📷 Great pics from other side of Celtic v FC Barcelona: #FCBlive,neutral,positive,positive,positive
I've created a quiz. #OneDirection Singles,positive,neutral,neutral,neutral
#Israeli Occupation shot dead a #Palestinian at the Shufat Checkpoint in Occupied #Jerusalem. Victim has not been …,neutral,negative,negative,negative
@user @user need a grassroots effort to move more conservatives to CA! Reclaim the beautiful state.,neutral,negative,positive,positive
Mah Stuff. #TheWalkingDead,positive,neutral,neutral,neutral
"North Korea is literally begging China to stop calling Kim Jong Un ""Kim Fatty the Third."" Politics at its finest.",neutral,negative,negative,negative
For no reason because animal testing doesn't translate to humans anyway,neutral,negative,negative,negative
#GilmoreGirlsTop4 1. Luke 2 Jess 3 Sookie 4 kirk,positive,neutral,neutral,neutral
I just don't get what's the big deal of using MAC products like I love MAC & I hate the animal testing but YALL need to chill,neutral,positive,negative,negative
Recent Findings May Lead To Smart-3D printing By 2018 Researchers Find,neutral,positive,positive,positive
"Trump has tried to illegally invest in Cuba during embargo. Now he wants to make sure he can do it, and Cuba will b…",negative,neutral,neutral,neutral
"Rock Princess ; Let's Keep This Secret 2 Ourselves ; DON'T Tell Loony Leftists That They Could've Bought , Lots Of…",negative,positive,neutral,neutral
Grayson Allen should have gone to the #NBA after last season. His stock wont ever b that high again and that's not a shot at him as a player,neutral,negative,negative,negative
Why are some vaccines optional? What can be the ill-effects if I don't get my child immunised with optional vaccine…,neutral,negative,negative,negative
I can't even imagine how difficult the decision to have an abortion is as the mother...,neutral,negative,negative,negative
Does This Ass Make My Car Look Fat? #p2 #ctl #ImStillWithHer…,neutral,negative,negative,negative
#Aleppo : Opposition killed 80 militiamen during violent battles for the village of #Al_Aziza.,neutral,positive,negative,negative
zac efron poses nude #lovely libra porn,neutral,negative,positive,positive
"@user @user We all hope you join her soon,Out of Office.",neutral,positive,positive,positive
The #Westworld need to learn much from east culture.,positive,neutral,neutral,neutral
Cy Young: The Greatest Pitcher Baseball has Ever Seen #Pitcher #Baseball,neutral,positive,positive,positive
#jerusalem is now trending in Malaysiahttp,positive,neutral,neutral,neutral
"@user @user @user @user It's only a small left fringe that does, not the actual mainstream left, unlike main rightists",negative,neutral,neutral,neutral
"Marion Maréchal-Le Pen, niece of FN president Marine Le Pen, met Poklonskaya at Russia's State Duma and was invited…",positive,negative,neutral,neutral
Five-year-olds caged to clean up streets for Pope Francis via @user,negative,neutral,neutral,neutral
@user @user @user @user That's how the Clinton Foundation works. Only 5 % goes to charity and the rest to ClintonCart,negative,neutral,neutral,neutral
@user @user Gotta love experts on Putin style.,negative,positive,positive,positive
@user surprise CFPD donated $50K to Clinton..you sanction abortion so you should enjoy watching Trump gut your precious baby.,neutral,positive,negative,negative
"@user No she said ""white people shouldn't be running it"" but same thing to dems.",neutral,negative,negative,negative
"Israeli forces violently disperse march in Kafr Qaddum, protesters suffer tear gas inhalation | Maan…",neutral,negative,negative,negative
#BREAKING Reports of attempted stabbing in #Shoafat East #Jerusalem #Palestinian shot dead#Israel,neutral,negative,negative,negative
Pics from @user on the Interview by #HollywoodLivetoday about #Homewalk and more! #ThisIsUs,positive,neutral,neutral,neutral
"Biogas from grass can supply all UK with gas, claims CEO of @user #innovation #cleantech",neutral,positive,positive,positive
@user you don't need coffee when the spirit of Kim Jong-un is there to keep you awake,negative,neutral,neutral,positive
Hey @user - worth checking this week's @user on what robots are learning from octopuses,positive,neutral,neutral,neutral
The Constitution lets the electoral college choose the winner. They should choose Clinton. #StillWithHer,positive,neutral,neutral,neutral
@user any updates on that income tax audit or was that all a lie? #BlackFriday #StillWithHer #Thanksgiving #AuditTheElection,negative,neutral,neutral,neutral
Wow...the #Haifa fire story flew under my radar....damn. Arson or Karma? #Israel #Palestine,neutral,negative,negative,negative
I will end the embargo against Cuba.,positive,neutral,neutral,neutral
Sheikh Othman #Aden police arrested a cell of 6 suspected terrorists allegedly plotting the assassination of a lawyer in Mansoura. #Yemen,neutral,negative,negative,negative
"@user Not sure, what happens then is that certain companies start to monopolize deep learning...",negative,neutral,neutral,neutral
The latest The mardibum63 Daily! Thanks to @user @user @user #ai #brexit,neutral,positive,positive,positive
"#ISIS infogrphic, week 5 of #MosulOffensive: claims killing 487 #ISF & #Peshmerga; 20 suicide attacks; 76 Humvees,…",neutral,negative,negative,negative
@user your mom cheated on your dad with bad hombres all the time. He secretly knew and kinda liked it.,negative,positive,neutral,neutral
Yep. Ben Carson is a Clarence Thomas type pick. @user @user,positive,neutral,neutral,neutral
#Laugh at Ron White Death Penalty on #comedy #funny #standup,positive,neutral,neutral,neutral
The Electoral College Is Anything But Outdated,neutral,positive,negative,negative
"He had Michael Moore camping on his doorstep like a groupie, played 'em like a pro—but does it matter now? Wait,…",negative,positive,neutral,neutral
How time changes: Microsoft joined Linux Foundation as platinum member - long gone the Halloween documents!,positive,neutral,neutral,neutral
"""We're already experimenting with more materials."" - 3D_Fuel co-founder John Schneider via cnntech",positive,neutral,neutral,neutral
@user I spent my 25k and got verlander,positive,negative,neutral,neutral
"But something something Clinton foundation something Saudi Arabia, right?",negative,neutral,neutral,neutral
#MuhammadAli Muhammad. Ali Signed Olympics Picture Boxing Halll Of Fame #Legend #Boxer,positive,neutral,neutral,neutral
😂😂WHEN I SAY WE TRIED 20 DAM TIMES!! STANDING STILL IS HARD AF😂😂 #mannequinchallenge…,positive,negative,neutral,negative
Undersecretary of Cement on the Mexican Border..BUILD THE WALL.,negative,neutral,neutral,neutral
"When Leonard Cohen and Fidel Castro both kick the bucket to avoid dealing with a Trump Presidency, choppy waters ahead...",negative,neutral,neutral,neutral
@user @user control? Rape/incest = <3%. You think the death penalty for a murderer is equivalent to the slaughter of,neutral,negative,negative,negative
Take To The Streets! Protest The Trump Inauguration January 2017 via @user,negative,neutral,neutral,neutral
Christmas Charity Benefit 🌲 #MannequinChallenge @ Lukas Nursery & Butterfly Encounter,positive,neutral,neutral,neutral
@user IT'S ACTUALLY PERSONA 5 OFFICIAL ART!I plan to get it scanned real soon bc I'm putting it in my room,neutral,positive,positive,positive
Lover Lover Lover by Leonard Cohen is totally about being a trans girl like come on it's not even subtle,negative,neutral,neutral,positive
ICYMI: Winners were announced this week for the National Book Awards! What are you reading this weekend? #NBAwards,neutral,positive,positive,positive
White supremacists already on CNN but otherwise excellent point.,neutral,positive,positive,negative
Cat in the Hat Valentines Fabric -- Last Piece -- 40-70% off Listings throughout our by altcollect #offer,positive,neutral,neutral,neutral
Don't blame me. I voted for Hillary! #StillWithHer,neutral,negative,positive,positive
@user @user @user @user @user yes I know but Comey should be pressured for further explanation about letter .,negative,neutral,neutral,neutral
"If you kill an unarmed Black/Brown person, you should get the death penalty. No questions asked.",neutral,negative,negative,negative
